media,url,segment,start,end,person
http://www.ina.fr/media/AFE86003920,/Media/AF/AFE86003920.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003920_16,45,47,"Pompidou, Georges"
http://www.ina.fr/media/AFE86004129,/Media/AF/AFE86004129.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004129_28,65,67,"Pompidou, Georges"
http://www.ina.fr/media/AFE86003966,/Media/AF/AFE86003966.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003966_42,100,102,"Pompidou, Georges"
http://www.ina.fr/media/AFE86004079,/Media/AF/AFE86004079.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004079_53,112,117,"Pompidou, Georges"
http://www.ina.fr/media/AFE86003865,/Media/AF/AFE86003865.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003865_88,281,286,"Pompidou, Georges"
http://www.ina.fr/media/AFE86003875,/Media/AF/AFE86003875.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003875_10,34,36,"Pompidou, Georges"
http://www.ina.fr/media/AFE86003966,/Media/AF/AFE86003966.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003966_45,107,110,"Pompidou, Georges"
http://www.ina.fr/media/AFE86003871,/Media/AF/AFE86003871.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003871_38,63,65,"Pompidou, Georges"
http://www.ina.fr/media/AFE86004124,/Media/AF/AFE86004124.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004124_113,112,113,"Pompidou, Georges"
http://www.ina.fr/media/AFE86004002,/Media/AF/AFE86004002.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004002_41,89,92,"Pompidou, Georges"
http://www.ina.fr/media/AFE86004141,/Media/AF/AFE86004141.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004141_187,539,551,"Pompidou, Georges"
http://www.ina.fr/media/AFE86004086,/Media/AF/AFE86004086.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004086_95,116,119,0
http://www.ina.fr/media/AFE86003821,/Media/AF/AFE86003821.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003821_64,129,131,0
http://www.ina.fr/media/AFE86004143,/Media/AF/AFE86004143.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004143_68,117,118,0
http://www.ina.fr/media/AFE86004507,/Media/AF/AFE86004507.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004507_45,138,141,0
http://www.ina.fr/media/AFE86003932,/Media/AF/AFE86003932.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003932_272,519,520,0
http://www.ina.fr/media/AFE86003729,/Media/AF/AFE86003729.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003729_97,237,238,0
http://www.ina.fr/media/AFE86004865,/Media/AF/AFE86004865.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004865_17,33,35,0
http://www.ina.fr/media/AFE86004814,/Media/AF/AFE86004814.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004814_81,107,109,0
http://www.ina.fr/media/AFE86004776,/Media/AF/AFE86004776.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004776_379,450,452,0
http://www.ina.fr/media/AFE86004031,/Media/AF/AFE86004031.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004031_35,59,61,0
http://www.ina.fr/media/AFE86004090,/Media/AF/AFE86004090.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004090_25,27,30,0
http://www.ina.fr/media/AFE86003893,/Media/AF/AFE86003893.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003893_12,33,36,0
http://www.ina.fr/media/AFE86003496,/Media/AF/AFE86003496.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003496_161,379,383,0
http://www.ina.fr/media/AFE86003717,/Media/AF/AFE86003717.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003717_122,267,268,0
http://www.ina.fr/media/AFE86004144,/Media/AF/AFE86004144.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004144_282,283,287,0
http://www.ina.fr/media/AFE86003514,/Media/AF/AFE86003514.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003514_324,711,713,0
http://www.ina.fr/media/AFE86004597,/Media/AF/AFE86004597.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004597_57,86,87,0
http://www.ina.fr/media/AFE86004483,/Media/AF/AFE86004483.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004483_290,744,747,0
http://www.ina.fr/media/AFE86003514,/Media/AF/AFE86003514.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003514_362,781,783,0
http://www.ina.fr/media/AFE86003598,/Media/AF/AFE86003598.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003598_55,122,132,0
http://www.ina.fr/media/AFE86004144,/Media/AF/AFE86004144.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004144_314,324,325,0
http://www.ina.fr/media/AFE86003444,/Media/AF/AFE86003444.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003444_186,311,313,0
http://www.ina.fr/media/AFE86003445,/Media/AF/AFE86003445.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003445_149,272,273,0
http://www.ina.fr/media/AFE86003618,/Media/AF/AFE86003618.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003618_81,147,150,0
http://www.ina.fr/media/AFE86004433,/Media/AF/AFE86004433.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004433_479,589,592,0
http://www.ina.fr/media/AFE86003634,/Media/AF/AFE86003634.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003634_93,117,119,0
http://www.ina.fr/media/AFE86003955,/Media/AF/AFE86003955.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003955_50,123,127,0
http://www.ina.fr/media/AFE86004838,/Media/AF/AFE86004838.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004838_322,597,600,0
http://www.ina.fr/media/AFE86004614,/Media/AF/AFE86004614.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004614_39,79,81,0
http://www.ina.fr/media/AFE86003622,/Media/AF/AFE86003622.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003622_252,393,394,0
http://www.ina.fr/media/AFE86003463,/Media/AF/AFE86003463.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003463_210,324,327,0
http://www.ina.fr/media/AFE86004147,/Media/AF/AFE86004147.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004147_173,383,385,0
http://www.ina.fr/media/AFE86003910,/Media/AF/AFE86003910.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003910_147,298,305,0
http://www.ina.fr/media/AFE86003886,/Media/AF/AFE86003886.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86003886_64,146,152,0
http://www.ina.fr/media/AFE86004878,/Media/AF/AFE86004878.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004878_406,506,509,0
http://www.ina.fr/media/AFE86004740,/Media/AF/AFE86004740.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004740_87,109,112,0
http://www.ina.fr/media/AFE86004580,/Media/AF/AFE86004580.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004580_123,194,196,0
http://www.ina.fr/media/AFE86004419,/Media/AF/AFE86004419.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004419_450,677,678,0
http://www.ina.fr/media/AFE86004780,/Media/AF/AFE86004780.mp4,http://www.campus-AAR.fr/sceneSegment_AFE86004780_67,89,90,0
