p,media,start,end,locator,person,person_uri,duration,frame
http://data.memad.eu/fr2/7h00-le-journal/82cac953ae40f79864c92e5231b2824678d9cbf8,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,239.0,298.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,59.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_253.jpg
http://data.memad.eu/fr2/7h00-le-journal/a42deb960ffebcd828bec0dbd8bcc946561469ff,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,460.0,477.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,17.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_464.jpg
http://data.memad.eu/fr2/7h00-le-journal/ae0e863cc1b3e014239e0000bb9b5bbb9d323f82,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,752.0,753.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,1.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_752.jpg
http://data.memad.eu/fr2/7h00-le-journal/bcfd61464ee9ae076e790e9e561dde13ddf84d07,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,405.0,460.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,55.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_418.jpg
http://data.memad.eu/fr2/7h00-le-journal/e8e20c17b477f1ce0b9cb9387560e39c1caa173a,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,298.0,325.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,27.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_304.jpg
http://data.memad.eu/fr2/8h00-le-journal/0706544843bb374c7dc7067597105e1fe0bde6d7,http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,389.0,452.0,https://platform.limecraft.com/api/production/2336/mo/808274/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,63.0,./frames/memad_gt/8h00-le-journal_9d002c31a1cb79b1fb75778eed9f20e9a3d562e8_404.jpg
http://data.memad.eu/fr2/8h00-le-journal/165880d593d7d17ab7511ea891d6769b3f34127d,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,329.0,347.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,18.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_333.jpg
http://data.memad.eu/fr2/8h00-le-journal/1ab1822076cd22cc9746daa743b2391a5cba7785,http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,183.0,249.0,https://platform.limecraft.com/api/production/2336/mo/808274/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,66.0,./frames/memad_gt/8h00-le-journal_9d002c31a1cb79b1fb75778eed9f20e9a3d562e8_199.jpg
http://data.memad.eu/fr2/8h00-le-journal/1b747c65f3512f9b90d5b2492cf606582d40a4e1,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,438.0,500.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,62.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_453.jpg
http://data.memad.eu/fr2/8h00-le-journal/28c641e6e0e684f8df282d90fc5742a86844efc2,http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,463.0,496.0,https://platform.limecraft.com/api/production/2336/mo/808274/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,33.0,./frames/memad_gt/8h00-le-journal_9d002c31a1cb79b1fb75778eed9f20e9a3d562e8_471.jpg
http://data.memad.eu/fr2/8h00-le-journal/295f295d512a66b281012393a958477aa352189b,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,192.0,210.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,18.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_196.jpg
http://data.memad.eu/fr2/8h00-le-journal/3286c537f508e1b0d9b1074602878f3759cb6c33,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,307.0,328.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,21.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_312.jpg
http://data.memad.eu/fr2/8h00-le-journal/336c140df6947e113be01a76110cae19227b1622,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,109.0,166.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,57.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_137.jpg
http://data.memad.eu/fr2/8h00-le-journal/430a9b2875b50456954f3c3f817f12e703fe2ede,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,632.0,634.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,2.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_632.jpg
http://data.memad.eu/fr2/8h00-le-journal/4acaf160244c69c1b6893f3422a9fecbc0e475ca,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,426.0,483.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,57.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_440.jpg
http://data.memad.eu/fr2/8h00-le-journal/4e1d8be708b668c9db0e1f73677e2dc35923f6f8,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,560.0,608.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,48.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_572.jpg
http://data.memad.eu/fr2/8h00-le-journal/722451d5d81ddf4b52818f531449533f8885660f,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,491.0,548.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,57.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_505.jpg
http://data.memad.eu/fr2/8h00-le-journal/785969de7f384c0e7412a1b103d05f6212b1b256,http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,286.0,347.0,https://platform.limecraft.com/api/production/2336/mo/808274/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,61.0,./frames/memad_gt/8h00-le-journal_9d002c31a1cb79b1fb75778eed9f20e9a3d562e8_301.jpg
http://data.memad.eu/fr2/8h00-le-journal/7b196633c42fd751b67fb4472f14c15225cae1b5,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,166.0,192.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,26.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_172.jpg
http://data.memad.eu/fr2/8h00-le-journal/8464e189723be69bd89820670c5d828b2e1430d6,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,210.0,234.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,24.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_216.jpg
http://data.memad.eu/fr2/8h00-le-journal/1f4e1769a61dc7c03e4602706319d7ee64ed1623,http://data.memad.eu/fr2/8h00-le-journal/cf9a6498703451850d58aafd0bc9412600dfb2f6,371.0,423.0,https://platform.limecraft.com/api/production/2336/mo/808366/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,52.0,./frames/memad_gt/8h00-le-journal_cf9a6498703451850d58aafd0bc9412600dfb2f6_384.jpg
http://data.memad.eu/fr2/8h00-le-journal/22e87d444dd8be573f4c6a061b0a685aa4da8d2d,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,313.0,330.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,17.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_317.jpg
http://data.memad.eu/fr2/8h00-le-journal/2c90d97c81c61e591d98a38d286e9781ca0e963f,http://data.memad.eu/fr2/8h00-le-journal/cf9a6498703451850d58aafd0bc9412600dfb2f6,581.0,603.0,https://platform.limecraft.com/api/production/2336/mo/808366/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,22.0,./frames/memad_gt/8h00-le-journal_cf9a6498703451850d58aafd0bc9412600dfb2f6_586.jpg
http://data.memad.eu/fr2/8h00-le-journal/4767aabd9056430c57988f746d66df161bdc4b42,http://data.memad.eu/fr2/8h00-le-journal/cf9a6498703451850d58aafd0bc9412600dfb2f6,238.0,302.0,https://platform.limecraft.com/api/production/2336/mo/808366/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,64.0,./frames/memad_gt/8h00-le-journal_cf9a6498703451850d58aafd0bc9412600dfb2f6_254.jpg
http://data.memad.eu/fr2/8h00-le-journal/485e09723c966dc60c8275595a05264b2e64ef52,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,517.0,569.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,52.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_530.jpg
http://data.memad.eu/fr2/8h00-le-journal/4fa70c394a9feeef00375fa2868c23605ea04b05,http://data.memad.eu/fr2/8h00-le-journal/cf9a6498703451850d58aafd0bc9412600dfb2f6,216.0,237.0,https://platform.limecraft.com/api/production/2336/mo/808366/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,21.0,./frames/memad_gt/8h00-le-journal_cf9a6498703451850d58aafd0bc9412600dfb2f6_221.jpg
http://data.memad.eu/fr2/8h00-le-journal/531ac53caee9207191101857b4744fbd2bc89216,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,375.0,426.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,51.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_387.jpg
http://data.memad.eu/fr2/8h00-le-journal/559e5a7bd6681b85f442563a179069ae5fb2526b,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,256.0,303.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,47.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_267.jpg
http://data.memad.eu/fr2/8h00-le-journal/84218d31fddfbb78fca88a99e658fccd0bb17f44,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,343.0,361.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,18.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_347.jpg
http://data.memad.eu/fr2/8h00-le-journal/875a43824bae0a86d707d6f88890333dae70df2a,http://data.memad.eu/fr2/8h00-le-journal/cf9a6498703451850d58aafd0bc9412600dfb2f6,106.0,120.0,https://platform.limecraft.com/api/production/2336/mo/808366/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,14.0,./frames/memad_gt/8h00-le-journal_cf9a6498703451850d58aafd0bc9412600dfb2f6_112.jpg
http://data.memad.eu/fr2/8h00-le-journal/8b00b3406801e1ba06199629379f953a4466874d,http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,447.0,456.0,https://platform.limecraft.com/api/production/2336/mo/810000/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,9.0,./frames/memad_gt/8h00-le-journal_92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf_449.jpg
http://data.memad.eu/fr2/8h00-le-journal/917c5c10952e52b528c5f5276623a7583e31d5d6,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5609.0,5639.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,30.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5616.jpg
http://data.memad.eu/fr2/8h00-le-journal/9a1a5ab5228e67abd3f642b0076e77c48fabc5c6,http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,403.0,447.0,https://platform.limecraft.com/api/production/2336/mo/810000/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,44.0,./frames/memad_gt/8h00-le-journal_92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf_414.jpg
http://data.memad.eu/fr2/8h00-le-journal/9d4570660a46704c759648c6949a9aa602f2fb69,http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,379.0,393.0,https://platform.limecraft.com/api/production/2336/mo/810000/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,14.0,./frames/memad_gt/8h00-le-journal_92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf_382.jpg
http://data.memad.eu/fr2/8h00-le-journal/b78d2cf7d47a429a656ed2501e0540d4f837e0f9,http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,55.0,130.0,https://platform.limecraft.com/api/production/2336/mo/810000/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,75.0,./frames/memad_gt/8h00-le-journal_92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf_73.jpg
http://data.memad.eu/fr2/8h00-le-journal/bf615d2c78343167f7b690eec4ebaef92a7028af,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5423.0,5441.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,18.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5427.jpg
http://data.memad.eu/fr2/8h00-le-journal/c4f3cc2c6317e2bbc812066a13bb057224ffdb68,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5810.0,5838.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,28.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5817.jpg
http://data.memad.eu/fr2/8h00-le-journal/c76922d39db5e655d3d783555955730ea0b46c5c,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5366.0,5423.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,57.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5380.jpg
http://data.memad.eu/fr2/8h00-le-journal/ccd5fc5dbd5dccab00c88958e8643c40c94e2c8c,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5791.0,5810.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,19.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5795.jpg
http://data.memad.eu/fr2/8h00-le-journal/cf1e1a2d9de0f71420d02680b20cbf6f61edefe5,http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,457.0,517.0,https://platform.limecraft.com/api/production/2336/mo/810000/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,60.0,./frames/memad_gt/8h00-le-journal_92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf_472.jpg
http://data.memad.eu/fr2/8h00-le-journal/ddfd5e357e7362b3e029e81534fef2d8dece4bbe,http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,322.0,368.0,https://platform.limecraft.com/api/production/2336/mo/810000/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,46.0,./frames/memad_gt/8h00-le-journal_92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf_333.jpg
http://data.memad.eu/fr2/8h00-le-journal/e52dc2959696704c6785c89817f0d01341943ef7,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5518.0,5533.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,15.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5521.jpg
http://data.memad.eu/fr2/8h00-le-journal/ee30a3103e4b41401b0bb65f6c1e4b4bbbf0d25d,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5650.0,5714.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,64.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5666.jpg
http://data.memad.eu/fr2/8h00-le-journal/c7e757201c4e6700bbc2ef892f8aac9eda6b1966,http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,366.0,382.0,https://platform.limecraft.com/api/production/2336/mo/808274/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,16.0,./frames/memad_gt/8h00-le-journal_9d002c31a1cb79b1fb75778eed9f20e9a3d562e8_370.jpg
http://data.memad.eu/fr2/8h00-le-journal/d07c232c7189d8b3c8e499f0d2e5cc128a4e07fc,http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,496.0,523.0,https://platform.limecraft.com/api/production/2336/mo/808274/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,27.0,./frames/memad_gt/8h00-le-journal_9d002c31a1cb79b1fb75778eed9f20e9a3d562e8_502.jpg
http://data.memad.eu/fr2/8h00-le-journal/d4539986ee8ea8d88e6eaca077ee52bf0341d485,http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,674.0,677.0,https://platform.limecraft.com/api/production/2336/mo/808274/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,3.0,./frames/memad_gt/8h00-le-journal_9d002c31a1cb79b1fb75778eed9f20e9a3d562e8_674.jpg
http://data.memad.eu/fr2/8h00-le-journal/e164b5e5632a61962c250132e5523ceb8e66c84b,http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,597.0,674.0,https://platform.limecraft.com/api/production/2336/mo/808274/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,77.0,./frames/memad_gt/8h00-le-journal_9d002c31a1cb79b1fb75778eed9f20e9a3d562e8_616.jpg
http://data.memad.eu/fr2/8h00-le-journal/8d92264615f250287febe48c91d29d27eb0248c6,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,358.0,412.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,54.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_371.jpg
http://data.memad.eu/fr2/8h00-le-journal/9bb2b7d1bd72e5f862cc5f2a0a78cadbe0f09437,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,21.0,79.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,58.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_49.jpg
http://data.memad.eu/fr2/8h00-le-journal/a928c7a6d6719d5385614f0bf164a64e8e1a0982,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,181.0,238.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,57.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_223.jpg
http://data.memad.eu/fr2/8h00-le-journal/b0fb871e3cd87c56c34f6b838de446a495f2897f,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,238.0,256.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,18.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_242.jpg
http://data.memad.eu/fr2/8h00-le-journal/b962445b8febc8786075c274f8cb5717ee8450bc,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,608.0,632.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,24.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_614.jpg
http://data.memad.eu/fr2/8h00-le-journal/d6259f93d2a814504d5aa8854e4d54a237cc99ac,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,599.0,600.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,1.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_599.jpg
http://data.memad.eu/fr2/8h00-le-journal/eb0485b7bc0a6a625165edfefcbcc7b47f245d47,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,330.0,343.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,13.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_333.jpg
http://data.memad.eu/fr2/8h00-le-journal/f2ecfc1ae7bc9384cc56ba4daaf58f23788a8c0f,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,234.0,243.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,9.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_236.jpg
http://data.memad.eu/fr2/8h00-le-journal/f2ed59a862a9cbc3a51710cad5ebd2c1d8a39fd7,http://data.memad.eu/fr2/8h00-le-journal/a9e6006041f100376f2034c4946cb14c1cb2b7cc,252.0,307.0,https://platform.limecraft.com/api/production/2336/mo/809713/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,55.0,./frames/memad_gt/8h00-le-journal_a9e6006041f100376f2034c4946cb14c1cb2b7cc_265.jpg
http://data.memad.eu/fr2/8h00-le-journal/fd309da1dfcb382d9a584da9a182baf428ce9fb9,http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,569.0,599.0,https://platform.limecraft.com/api/production/2336/mo/809432/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,30.0,./frames/memad_gt/8h00-le-journal_b54ae9893a5a4888dcf1a58a0359a35fde21ffd3_576.jpg
http://data.memad.eu/fr2/8h00-le-journal/fe4409c5f2da6522dd47b94d48466912aad52198,http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,249.0,271.0,https://platform.limecraft.com/api/production/2336/mo/808274/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,22.0,./frames/memad_gt/8h00-le-journal_9d002c31a1cb79b1fb75778eed9f20e9a3d562e8_254.jpg
